TRANSCATION_ID;ACCOUNT_ID;TRANSCATION_DATE;TRANSCATION_AMOUNT;YEAR;TRANSCATION_AMOUNT_YEAR_SUM
T03950;A00993;26/08/2016;92647;2016;78279164
T03951;A00271;16/09/2018;26840;2018;77495196
T03952;A00354;22/01/2014;17722;2014;76372639
T03953;A00638;06/02/2020;4062;2020;76208785
T03954;A00450;20/07/2021;79097;2021;71973924
T03955;A00477;28/03/2020;75020;2020;76208785
T03956;A00726;11/08/2017;65300;2017;75243074
T03957;A00059;02/12/2015;59929;2015;75418969
T03958;A00338;31/05/2022;17502;2022;73969670
T03959;A00363;18/11/2018;30485;2018;77495196
T03960;A00534;17/03/2021;67209;2021;71973924
T03961;A00724;26/02/2014;7969;2014;76372639
T03962;A00253;17/03/2019;47748;2019;76300877
T03963;A00056;08/03/2017;8795;2017;75243074
T03964;A00035;23/11/2017;64972;2017;75243074
T03965;A00321;21/06/2018;81393;2018;77495196
T03966;A00314;30/07/2015;12216;2015;75418969
T03967;A00841;03/06/2017;79254;2017;75243074
T03968;A00385;29/01/2016;72334;2016;78279164
T03969;A00197;16/10/2021;62070;2021;71973924
T03970;A00296;05/09/2022;68998;2022;73969670
T03971;A00495;14/08/2021;23934;2021;71973924
T03972;A00311;01/11/2021;31481;2021;71973924
T03973;A00564;02/12/2013;34233;2013;15557650
T03974;A00268;07/04/2023;23307;2023;51646874
T03975;A00113;22/05/2022;4073;2022;73969670
T03976;A00277;06/10/2015;93906;2015;75418969
T03977;A00881;01/12/2018;28006;2018;77495196
T03978;A00741;03/06/2018;99184;2018;77495196
T03979;A00605;09/09/2016;96544;2016;78279164
T03980;A00972;11/10/2018;96184;2018;77495196
T03981;A00043;13/02/2015;99181;2015;75418969
T03982;A00187;15/09/2019;14725;2019;76300877
T03983;A00731;25/09/2018;86333;2018;77495196
T03984;A00242;19/01/2014;49628;2014;76372639
T03985;A00009;09/03/2019;76317;2019;76300877
T03986;A00099;05/11/2013;79928;2013;15557650
T03987;A00740;27/03/2018;76763;2018;77495196
T03988;A00285;10/10/2015;52904;2015;75418969
T03989;A00176;19/12/2017;25105;2017;75243074
T03990;A00129;07/07/2018;10575;2018;77495196
T03991;A00821;25/11/2022;6811;2022;73969670
T03992;A00344;20/12/2021;38933;2021;71973924
T03993;A00079;03/03/2016;45877;2016;78279164
T03994;A00700;27/04/2023;23545;2023;51646874
T03995;A00034;20/11/2020;895;2020;76208785
T03996;A00624;04/02/2017;52895;2017;75243074
T03997;A00019;28/06/2016;29195;2016;78279164
T03998;A00924;06/04/2021;45899;2021;71973924
T03999;A00252;06/04/2018;72230;2018;77495196
T04000;A00570;02/08/2014;47949;2014;76372639
T04001;A00068;14/07/2019;40793;2019;76300877
T04002;A00270;29/06/2017;62317;2017;75243074
T04003;A00990;08/04/2019;11082;2019;76300877
T04004;A00476;14/06/2018;10136;2018;77495196
T04005;A00859;28/03/2017;30115;2017;75243074
T04006;A00024;17/07/2019;96552;2019;76300877
T04007;A00647;22/03/2018;26912;2018;77495196
T04008;A00327;27/06/2016;36942;2016;78279164
T04009;A00983;11/10/2020;88663;2020;76208785
T04010;A00535;20/12/2018;68228;2018;77495196
T04011;A00455;13/01/2023;64182;2023;51646874
T04012;A00055;19/06/2022;65465;2022;73969670
T04013;A00123;18/05/2015;23118;2015;75418969
T04014;A00501;02/06/2018;40833;2018;77495196
T04015;A00288;16/09/2017;11832;2017;75243074
T04016;A00074;03/05/2020;95219;2020;76208785
T04017;A00216;18/12/2021;53719;2021;71973924
T04018;A00413;25/06/2016;48111;2016;78279164
T04019;A00792;19/05/2023;14920;2023;51646874
T04020;A00313;12/08/2016;76387;2016;78279164
T04021;A00352;07/10/2019;69118;2019;76300877
T04022;A00755;08/01/2019;94591;2019;76300877
T04023;A00189;17/05/2020;31942;2020;76208785
T04024;A00944;09/12/2022;26331;2022;73969670
T04025;A00536;14/01/2020;52510;2020;76208785
T04026;A00323;02/08/2015;80767;2015;75418969
T04027;A00456;14/04/2019;64730;2019;76300877
T04028;A00033;07/08/2021;54701;2021;71973924
T04029;A00118;28/03/2018;46331;2018;77495196
T04030;A00301;25/12/2014;1810;2014;76372639
T04031;A00242;15/04/2014;95854;2014;76372639
T04032;A00756;05/05/2017;73364;2017;75243074
T04033;A00911;19/03/2019;86618;2019;76300877
T04034;A00032;08/11/2018;19963;2018;77495196
T04035;A00882;14/11/2016;77902;2016;78279164
T04036;A00329;21/04/2021;40231;2021;71973924
T04037;A00770;08/06/2023;2162;2023;51646874
T04038;A00203;24/08/2017;80503;2017;75243074
T04039;A00692;18/11/2018;67378;2018;77495196
T04040;A00714;03/12/2022;41378;2022;73969670
T04041;A00688;24/03/2018;70462;2018;77495196
T04042;A00083;24/07/2022;17900;2022;73969670
T04043;A00895;18/08/2019;29160;2019;76300877
T04044;A00625;15/03/2022;46059;2022;73969670
T04045;A00069;29/06/2016;38302;2016;78279164
T04046;A00997;18/06/2017;99445;2017;75243074
T04047;A00616;12/11/2017;79759;2017;75243074
T04048;A00190;12/12/2020;87480;2020;76208785
T04049;A00201;18/07/2023;99798;2023;51646874
T04050;A00084;08/09/2016;74241;2016;78279164
T04051;A00471;18/04/2023;95795;2023;51646874
T04052;A00549;27/04/2021;58400;2021;71973924
T04053;A00827;05/06/2020;34305;2020;76208785
T04054;A00281;06/11/2021;29718;2021;71973924
T04055;A00797;15/12/2014;93221;2014;76372639
T04056;A00854;29/07/2015;4523;2015;75418969
T04057;A00365;13/04/2016;76638;2016;78279164
T04058;A00126;31/08/2016;65366;2016;78279164
T04059;A00370;07/11/2020;40192;2020;76208785
T04060;A00942;21/12/2014;79502;2014;76372639
T04061;A00407;17/11/2021;67122;2021;71973924
T04062;A00092;27/06/2023;51743;2023;51646874
T04063;A00458;24/06/2022;98265;2022;73969670
T04064;A00113;22/07/2016;54439;2016;78279164
T04065;A00781;12/12/2015;15091;2015;75418969
T04066;A00932;08/11/2020;85253;2020;76208785
T04067;A00800;17/12/2015;1785;2015;75418969
T04068;A00301;23/12/2022;53347;2022;73969670
T04069;A00498;25/06/2014;22371;2014;76372639
T04070;A00556;27/10/2017;21920;2017;75243074
T04071;A00380;18/08/2023;28407;2023;51646874
T04072;A00145;31/08/2019;44970;2019;76300877
T04073;A00522;29/07/2018;6260;2018;77495196
T04074;A00266;10/11/2015;83637;2015;75418969
T04075;A00403;27/07/2023;57568;2023;51646874
T04076;A00647;31/07/2018;28217;2018;77495196
T04077;A00310;01/02/2022;94938;2022;73969670
T04078;A00340;03/06/2017;45832;2017;75243074
T04079;A00373;11/11/2015;88178;2015;75418969
T04080;A00697;22/05/2017;90218;2017;75243074
T04081;A00141;08/12/2016;28575;2016;78279164
T04082;A00974;02/06/2020;90929;2020;76208785
T04083;A00381;25/07/2023;62059;2023;51646874
T04084;A00010;17/11/2016;12724;2016;78279164
T04085;A00699;22/06/2020;74685;2020;76208785
T04086;A00872;07/06/2021;3075;2021;71973924
T04087;A00956;08/01/2022;84876;2022;73969670
T04088;A00580;24/12/2016;97314;2016;78279164
T04089;A00897;06/01/2022;35986;2022;73969670
T04090;A00219;08/04/2014;8018;2014;76372639
T04091;A00428;03/03/2015;99482;2015;75418969
T04092;A00617;22/04/2019;91344;2019;76300877
T04093;A00043;22/09/2021;73656;2021;71973924
T04094;A00093;20/03/2014;35578;2014;76372639
T04095;A00130;25/11/2018;88443;2018;77495196
T04096;A00124;14/04/2019;57843;2019;76300877
T04097;A00569;30/09/2017;2291;2017;75243074
T04098;A00025;27/06/2022;66726;2022;73969670
T04099;A00116;18/10/2014;12841;2014;76372639
T04100;A00736;30/09/2018;84195;2018;77495196
T04101;A00883;01/04/2021;42139;2021;71973924
T04102;A00497;26/09/2017;92377;2017;75243074
T04103;A00047;16/08/2020;59723;2020;76208785
T04104;A00352;01/06/2021;98778;2021;71973924
T04105;A00837;06/12/2013;81732;2013;15557650
T04106;A00977;06/08/2017;85333;2017;75243074
T04107;A00763;16/05/2020;13252;2020;76208785
T04108;A00662;21/12/2019;42912;2019;76300877
T04109;A00438;27/03/2018;25618;2018;77495196
T04110;A00782;15/02/2021;30631;2021;71973924
T04111;A00662;14/09/2020;82854;2020;76208785
T04112;A00331;26/04/2018;17607;2018;77495196
T04113;A00647;24/08/2016;36108;2016;78279164
T04114;A00028;04/10/2017;10018;2017;75243074
T04115;A00703;16/12/2016;34340;2016;78279164
T04116;A00263;04/03/2023;63865;2023;51646874
T04117;A00962;16/02/2023;48168;2023;51646874
T04118;A00192;06/08/2014;3727;2014;76372639
T04119;A00500;13/11/2017;24887;2017;75243074
T04120;A00968;01/10/2014;16468;2014;76372639
T04121;A00472;22/06/2017;37219;2017;75243074
T04122;A00130;23/07/2022;63971;2022;73969670
T04123;A00563;03/05/2015;69711;2015;75418969
T04124;A00006;13/07/2023;40531;2023;51646874
T04125;A00577;09/09/2017;31191;2017;75243074
T04126;A00680;06/11/2013;16472;2013;15557650
T04127;A00651;01/01/2021;447;2021;71973924
T04128;A00130;17/05/2023;65019;2023;51646874
T04129;A00920;15/04/2018;82862;2018;77495196
T04130;A00562;06/10/2015;8991;2015;75418969
T04131;A00497;05/08/2019;46187;2019;76300877
T04132;A00657;05/11/2017;47328;2017;75243074
T04133;A00572;28/01/2021;2438;2021;71973924
T04134;A00160;22/11/2013;88862;2013;15557650
T04135;A00693;20/02/2023;65279;2023;51646874
T04136;A00982;10/04/2023;17743;2023;51646874
T04137;A00296;14/05/2015;94831;2015;75418969
T04138;A00947;30/03/2015;46229;2015;75418969
T04139;A00848;16/02/2023;99797;2023;51646874
T04140;A00866;02/04/2018;28229;2018;77495196
T04141;A00347;29/09/2015;27850;2015;75418969
T04142;A00148;30/08/2015;50521;2015;75418969
T04143;A00447;09/01/2021;51425;2021;71973924
T04144;A00100;11/09/2017;28464;2017;75243074
T04145;A00260;29/04/2014;99134;2014;76372639
T04146;A00269;01/11/2020;44587;2020;76208785
T04147;A00910;16/02/2016;16020;2016;78279164
T04148;A00351;19/06/2016;27992;2016;78279164
T04149;A00905;25/07/2021;17869;2021;71973924
T04150;A00374;13/01/2014;80515;2014;76372639
T04151;A00664;10/01/2021;87946;2021;71973924
T04152;A00043;17/04/2022;93431;2022;73969670
T04153;A00186;22/02/2014;23707;2014;76372639
T04154;A00148;11/03/2015;42704;2015;75418969
T04155;A00295;02/01/2019;89315;2019;76300877
T04156;A00406;02/03/2022;43838;2022;73969670
T04157;A00006;25/09/2020;34616;2020;76208785
T04158;A00454;20/05/2015;29599;2015;75418969
T04159;A00613;23/05/2020;87087;2020;76208785
T04160;A00270;04/03/2014;4376;2014;76372639
T04161;A00007;11/01/2023;10846;2023;51646874
T04162;A00610;26/03/2021;57023;2021;71973924
T04163;A00133;05/08/2021;40171;2021;71973924
T04164;A00294;30/08/2021;82876;2021;71973924
T04165;A00028;05/02/2023;9745;2023;51646874
T04166;A00051;28/09/2015;47698;2015;75418969
T04167;A00843;05/04/2021;24237;2021;71973924
T04168;A00111;14/11/2013;53715;2013;15557650
T04169;A00257;16/12/2014;65536;2014;76372639
T04170;A00587;31/12/2014;66652;2014;76372639
T04171;A00512;18/08/2021;45215;2021;71973924
T04172;A00073;25/11/2016;41690;2016;78279164
T04173;A00905;15/10/2019;69241;2019;76300877
T04174;A00513;17/04/2021;94249;2021;71973924
T04175;A00164;23/09/2014;97592;2014;76372639
T04176;A00341;26/09/2016;49094;2016;78279164
T04177;A00562;20/12/2015;85225;2015;75418969
T04178;A00768;20/01/2022;85342;2022;73969670
T04179;A00860;11/11/2016;85915;2016;78279164
T04180;A00586;13/02/2018;89050;2018;77495196
T04181;A00565;08/02/2021;36876;2021;71973924
T04182;A00526;17/06/2014;27776;2014;76372639
T04183;A00299;12/10/2017;27018;2017;75243074
T04184;A00370;20/07/2018;65129;2018;77495196
T04185;A00534;26/02/2022;1711;2022;73969670
T04186;A00176;30/04/2020;16369;2020;76208785
T04187;A00376;25/11/2016;55539;2016;78279164
T04188;A00941;23/08/2021;81989;2021;71973924
T04189;A00683;02/08/2022;18419;2022;73969670
T04190;A00870;26/10/2021;71338;2021;71973924
T04191;A00417;26/11/2015;7018;2015;75418969
T04192;A00497;07/11/2016;46265;2016;78279164
T04193;A00863;01/02/2018;4527;2018;77495196
T04194;A00637;26/01/2017;42511;2017;75243074
T04195;A00782;09/07/2014;64591;2014;76372639
T04196;A00597;20/03/2021;34842;2021;71973924
T04197;A00498;17/10/2019;47737;2019;76300877
T04198;A00900;16/07/2020;92827;2020;76208785
T04199;A00681;16/11/2017;88274;2017;75243074
T04200;A00695;03/02/2020;649;2020;76208785
T04201;A00075;18/07/2022;5433;2022;73969670
T04202;A00607;20/11/2013;59724;2013;15557650
T04203;A00613;09/06/2019;3115;2019;76300877
T04204;A00638;25/11/2019;80018;2019;76300877
T04205;A00482;13/06/2018;5680;2018;77495196
T04206;A00069;26/11/2022;33921;2022;73969670
T04207;A00353;14/01/2020;98618;2020;76208785
T04208;A00039;30/08/2017;95744;2017;75243074
T04209;A00785;18/07/2022;82955;2022;73969670
T04210;A00592;31/07/2018;83215;2018;77495196
T04211;A00301;21/02/2022;81455;2022;73969670
T04212;A00228;10/05/2020;59925;2020;76208785
T04213;A00501;25/06/2014;70904;2014;76372639
T04214;A00415;09/10/2020;22780;2020;76208785
T04215;A00330;13/02/2019;89895;2019;76300877
T04216;A00683;06/01/2016;27592;2016;78279164
T04217;A00607;24/09/2022;33856;2022;73969670
T04218;A00827;14/08/2019;64912;2019;76300877
T04219;A00766;28/05/2023;1861;2023;51646874
T04220;A00322;13/02/2015;91543;2015;75418969
T04221;A00525;31/07/2014;74177;2014;76372639
T04222;A00124;05/04/2019;70215;2019;76300877
T04223;A00072;28/04/2020;28576;2020;76208785
T04224;A00468;09/06/2017;26184;2017;75243074
T04225;A00637;12/12/2017;36659;2017;75243074
T04226;A00719;08/01/2019;41806;2019;76300877
T04227;A00825;28/07/2019;8903;2019;76300877
T04228;A00132;07/07/2016;34074;2016;78279164
T04229;A00102;26/11/2019;91521;2019;76300877
T04230;A00325;14/09/2016;29318;2016;78279164
T04231;A00733;21/03/2022;36612;2022;73969670
T04232;A00031;12/09/2017;95019;2017;75243074
T04233;A00594;22/10/2020;31943;2020;76208785
T04234;A00293;21/09/2014;11498;2014;76372639
T04235;A00444;27/06/2017;66499;2017;75243074
T04236;A00475;26/04/2016;10009;2016;78279164
T04237;A00358;22/05/2019;39139;2019;76300877
T04238;A00896;11/04/2021;60974;2021;71973924
T04239;A00959;17/12/2016;39329;2016;78279164
T04240;A00075;17/08/2021;56694;2021;71973924
T04241;A00911;17/01/2016;24192;2016;78279164
T04242;A00351;09/01/2014;43965;2014;76372639
T04243;A00580;12/03/2018;37193;2018;77495196
T04244;A00735;14/05/2015;46692;2015;75418969
T04245;A00220;14/10/2017;45774;2017;75243074
T04246;A00850;18/08/2014;29462;2014;76372639
T04247;A00003;18/06/2014;80774;2014;76372639
T04248;A00442;27/02/2018;28577;2018;77495196
T04249;A00942;10/07/2022;52788;2022;73969670
T04250;A00785;13/03/2021;57047;2021;71973924
T04251;A00350;22/12/2019;39581;2019;76300877
T04252;A00237;26/11/2013;862;2013;15557650
T04253;A00616;03/11/2016;97127;2016;78279164
T04254;A00406;23/12/2018;37118;2018;77495196
T04255;A00156;05/02/2021;60400;2021;71973924
T04256;A00548;25/09/2021;46557;2021;71973924
T04257;A00238;25/07/2014;57335;2014;76372639
T04258;A00013;25/05/2021;75534;2021;71973924
T04259;A00115;06/03/2017;50375;2017;75243074
T04260;A00757;16/10/2016;74528;2016;78279164
T04261;A00783;10/10/2015;41059;2015;75418969
T04262;A00889;12/09/2020;73655;2020;76208785
T04263;A00414;25/09/2019;1706;2019;76300877
T04264;A00125;17/12/2019;72260;2019;76300877
T04265;A00815;06/06/2023;72796;2023;51646874
T04266;A00497;22/07/2017;44174;2017;75243074
T04267;A00883;05/05/2023;63650;2023;51646874
T04268;A00804;03/11/2021;13416;2021;71973924
T04269;A00744;12/02/2017;12299;2017;75243074
T04270;A00330;19/12/2017;40096;2017;75243074
T04271;A00203;22/12/2017;36643;2017;75243074
T04272;A00451;19/11/2020;85505;2020;76208785
T04273;A00158;25/12/2014;22427;2014;76372639
T04274;A01000;27/10/2019;25580;2019;76300877
T04275;A00847;06/10/2022;814;2022;73969670
T04276;A00451;06/09/2014;36924;2014;76372639
T04277;A00415;25/02/2017;48696;2017;75243074
T04278;A00992;22/03/2017;26353;2017;75243074
T04279;A00952;22/01/2020;46990;2020;76208785
T04280;A00961;07/09/2018;42292;2018;77495196
T04281;A00135;26/11/2015;89379;2015;75418969
T04282;A00565;23/05/2021;27461;2021;71973924
T04283;A00151;05/01/2015;7689;2015;75418969
T04284;A00680;04/03/2015;49558;2015;75418969
T04285;A00267;06/08/2019;53946;2019;76300877
T04286;A00312;03/09/2015;29590;2015;75418969
T04287;A00359;10/03/2018;24345;2018;77495196
T04288;A00108;05/06/2015;88002;2015;75418969
T04289;A00852;12/07/2018;54982;2018;77495196
T04290;A00432;01/09/2015;50042;2015;75418969
T04291;A00997;13/11/2016;94130;2016;78279164
T04292;A00814;14/01/2021;83180;2021;71973924
T04293;A00686;22/08/2017;87376;2017;75243074
T04294;A00858;28/06/2015;57366;2015;75418969
T04295;A00863;01/12/2014;40864;2014;76372639
T04296;A00554;14/06/2022;46427;2022;73969670
T04297;A00071;21/06/2022;35020;2022;73969670
T04298;A00824;15/08/2019;87204;2019;76300877
T04299;A00790;11/03/2021;58051;2021;71973924
T04300;A00698;21/10/2013;22549;2013;15557650
T04301;A00884;14/06/2018;98025;2018;77495196
T04302;A00581;08/01/2015;60347;2015;75418969
T04303;A00343;31/12/2020;77354;2020;76208785
T04304;A00233;14/01/2022;74716;2022;73969670
T04305;A00705;08/02/2022;11886;2022;73969670
T04306;A00263;04/11/2022;6201;2022;73969670
T04307;A00341;27/02/2016;35369;2016;78279164
T04308;A00193;23/11/2017;9963;2017;75243074
T04309;A00168;18/10/2019;19817;2019;76300877
T04310;A00462;30/12/2018;3156;2018;77495196
T04311;A00543;24/05/2015;41493;2015;75418969
T04312;A00530;29/11/2019;45467;2019;76300877
T04313;A00292;11/07/2023;84060;2023;51646874
T04314;A00805;11/05/2022;46632;2022;73969670
T04315;A00440;01/02/2017;26774;2017;75243074
T04316;A00226;29/11/2022;71989;2022;73969670
T04317;A00750;05/01/2023;8974;2023;51646874
T04318;A00858;06/03/2023;86109;2023;51646874
T04319;A00014;14/04/2023;29786;2023;51646874
T04320;A00174;20/11/2016;91512;2016;78279164
T04321;A00065;17/06/2022;30227;2022;73969670
T04322;A00081;12/03/2018;9476;2018;77495196
T04323;A00328;12/11/2020;25969;2020;76208785
T04324;A00122;01/11/2021;13701;2021;71973924
T04325;A00110;12/03/2018;23696;2018;77495196
T04326;A00118;12/04/2022;25962;2022;73969670
T04327;A00087;17/01/2023;68481;2023;51646874
T04328;A00153;10/04/2021;36707;2021;71973924
T04329;A00437;29/12/2013;13298;2013;15557650
T04330;A00399;10/09/2017;80573;2017;75243074
T04331;A00052;05/03/2023;29296;2023;51646874
T04332;A00793;14/07/2020;15779;2020;76208785
T04333;A00563;06/06/2021;82988;2021;71973924
T04334;A00283;10/06/2023;29962;2023;51646874
T04335;A00860;02/12/2014;25057;2014;76372639
T04336;A00672;16/06/2016;35335;2016;78279164
T04337;A00945;11/03/2018;81285;2018;77495196
T04338;A00124;06/08/2017;94907;2017;75243074
T04339;A00181;14/12/2016;74155;2016;78279164
T04340;A00868;19/09/2017;49876;2017;75243074
T04341;A00156;09/06/2015;7491;2015;75418969
T04342;A00313;05/09/2020;48287;2020;76208785
T04343;A00089;08/04/2015;43074;2015;75418969
T04344;A00742;16/06/2020;39625;2020;76208785
T04345;A00789;07/03/2018;39803;2018;77495196
T04346;A00662;12/02/2022;9454;2022;73969670
T04347;A00737;27/10/2019;74713;2019;76300877
T04348;A00122;11/12/2013;17780;2013;15557650
T04349;A00592;15/07/2014;74390;2014;76372639
T04350;A00512;22/01/2016;49906;2016;78279164
T04351;A00302;08/12/2017;53188;2017;75243074
T04352;A00707;07/09/2017;28778;2017;75243074
T04353;A00954;06/05/2015;12182;2015;75418969
T04354;A00277;19/07/2023;3289;2023;51646874
T04355;A00384;12/07/2015;40869;2015;75418969
T04356;A00764;21/11/2018;51185;2018;77495196
T04357;A00201;23/07/2022;51697;2022;73969670
T04358;A00943;21/04/2016;74741;2016;78279164
T04359;A00077;27/09/2015;32829;2015;75418969
T04360;A00587;02/06/2022;21373;2022;73969670
T04361;A00043;26/03/2023;81801;2023;51646874
T04362;A00060;11/11/2013;23224;2013;15557650
T04363;A00506;25/12/2018;81804;2018;77495196
T04364;A00938;02/10/2018;92733;2018;77495196
T04365;A00313;30/04/2023;2114;2023;51646874
T04366;A00287;19/04/2015;79995;2015;75418969
T04367;A00706;19/11/2015;54652;2015;75418969
T04368;A00284;18/05/2014;39992;2014;76372639
T04369;A00138;03/04/2023;49634;2023;51646874
T04370;A00288;02/04/2020;66422;2020;76208785
T04371;A00750;18/12/2014;80147;2014;76372639
T04372;A00420;08/05/2020;96737;2020;76208785
T04373;A00309;29/12/2016;76361;2016;78279164
T04374;A00896;19/06/2021;99328;2021;71973924
T04375;A00953;04/02/2022;23702;2022;73969670
T04376;A00779;24/02/2018;87115;2018;77495196
T04377;A00948;30/01/2019;75289;2019;76300877
T04378;A00785;15/09/2014;61234;2014;76372639
T04379;A00467;13/03/2018;51659;2018;77495196
T04380;A00487;17/04/2016;52053;2016;78279164
T04381;A00370;25/10/2020;22353;2020;76208785
T04382;A00606;23/03/2015;63174;2015;75418969
T04383;A00231;23/06/2015;27858;2015;75418969
T04384;A00923;15/12/2016;17329;2016;78279164
T04385;A00202;20/02/2022;27698;2022;73969670
T04386;A00010;24/03/2018;4279;2018;77495196
T04387;A00729;05/03/2023;3126;2023;51646874
T04388;A00476;22/02/2016;23406;2016;78279164
T04389;A00699;07/02/2016;16363;2016;78279164
T04390;A00957;24/06/2019;94616;2019;76300877
T04391;A00790;24/10/2014;94528;2014;76372639
T04392;A00374;16/04/2019;38143;2019;76300877
T04393;A00211;19/06/2020;64640;2020;76208785
T04394;A00036;04/01/2020;67024;2020;76208785
T04395;A00682;27/09/2014;4686;2014;76372639
T04396;A00102;12/09/2020;37008;2020;76208785
T04397;A00030;14/12/2021;46906;2021;71973924
T04398;A00890;12/06/2020;49717;2020;76208785
T04399;A00732;08/11/2016;14643;2016;78279164
T04400;A00793;15/08/2021;64957;2021;71973924
T04401;A00362;16/04/2021;9357;2021;71973924
T04402;A00358;24/01/2023;67581;2023;51646874
T04403;A00544;26/11/2014;93093;2014;76372639
T04404;A00313;22/02/2023;66978;2023;51646874
T04405;A00837;30/06/2017;70002;2017;75243074
T04406;A00831;21/09/2020;46273;2020;76208785
T04407;A00552;19/11/2020;6462;2020;76208785
T04408;A00030;27/09/2019;3196;2019;76300877
T04409;A00016;13/02/2021;95550;2021;71973924
T04410;A00327;23/03/2015;48157;2015;75418969
T04411;A00090;09/03/2014;84920;2014;76372639
T04412;A00284;15/05/2017;24273;2017;75243074
T04413;A00028;02/05/2020;23832;2020;76208785
T04414;A00465;25/11/2016;29553;2016;78279164
T04415;A00090;04/01/2020;83515;2020;76208785
T04416;A00772;29/06/2015;426;2015;75418969
T04417;A00046;01/02/2019;13173;2019;76300877
T04418;A00155;16/03/2018;51636;2018;77495196
T04419;A00093;08/12/2013;47314;2013;15557650
T04420;A00468;14/02/2021;91314;2021;71973924
T04421;A00454;13/10/2022;12078;2022;73969670
T04422;A00021;03/08/2015;14530;2015;75418969
T04423;A00290;05/09/2022;60707;2022;73969670
T04424;A00295;21/09/2019;8839;2019;76300877
T04425;A00326;13/06/2020;21238;2020;76208785
T04426;A00852;02/11/2014;22335;2014;76372639
T04427;A00977;18/08/2018;53754;2018;77495196
T04428;A00755;05/02/2021;23233;2021;71973924
T04429;A00105;20/05/2014;69932;2014;76372639
T04430;A00351;16/12/2017;75694;2017;75243074
T04431;A00477;24/09/2020;58656;2020;76208785
T04432;A00348;12/11/2014;96617;2014;76372639
T04433;A00428;28/04/2017;94772;2017;75243074
T04434;A00394;30/11/2013;78628;2013;15557650
T04435;A00056;15/12/2015;87231;2015;75418969
T04436;A00058;26/11/2017;97698;2017;75243074
T04437;A00213;25/04/2016;2154;2016;78279164
T04438;A00028;05/11/2018;94522;2018;77495196
T04439;A00943;25/01/2014;88257;2014;76372639
T04440;A00662;04/11/2019;46134;2019;76300877
T04441;A00515;15/11/2015;41727;2015;75418969
T04442;A00297;13/11/2015;51703;2015;75418969
T04443;A00667;15/05/2023;63057;2023;51646874
T04444;A00187;19/10/2017;44151;2017;75243074
T04445;A00387;24/09/2019;78142;2019;76300877
T04446;A00087;05/09/2021;55655;2021;71973924
T04447;A00367;27/07/2017;11420;2017;75243074
T04448;A00492;06/05/2022;77652;2022;73969670
T04449;A00157;13/09/2016;88805;2016;78279164
T04450;A00032;23/04/2019;77441;2019;76300877
T04451;A00475;02/09/2017;62312;2017;75243074
T04452;A00624;07/05/2020;12487;2020;76208785
T04453;A00363;22/06/2023;70590;2023;51646874
T04454;A00211;28/07/2019;49264;2019;76300877
T04455;A00042;15/03/2022;66195;2022;73969670
T04456;A00816;05/02/2022;28549;2022;73969670
T04457;A00528;12/02/2019;73064;2019;76300877
T04458;A00379;11/07/2015;39433;2015;75418969
T04459;A00021;21/06/2021;51776;2021;71973924
T04460;A00875;02/08/2015;58759;2015;75418969
T04461;A00802;14/04/2022;24051;2022;73969670
T04462;A00959;25/12/2016;45858;2016;78279164
T04463;A00571;19/08/2023;85978;2023;51646874
T04464;A00159;30/08/2019;18704;2019;76300877
T04465;A00165;07/08/2018;25137;2018;77495196
T04466;A00791;30/12/2014;35449;2014;76372639
T04467;A00971;02/02/2019;10879;2019;76300877
T04468;A00995;13/06/2018;64718;2018;77495196
T04469;A00601;27/11/2017;85405;2017;75243074
T04470;A00925;27/02/2018;69468;2018;77495196
T04471;A00638;20/12/2019;885;2019;76300877
T04472;A00265;15/03/2014;39967;2014;76372639
T04473;A00884;30/07/2022;71150;2022;73969670
T04474;A00228;23/12/2022;9676;2022;73969670
T04475;A00538;04/11/2016;26465;2016;78279164
T04476;A00066;16/01/2016;35974;2016;78279164
T04477;A00572;19/07/2018;54360;2018;77495196
T04478;A00661;24/08/2019;46124;2019;76300877
T04479;A00087;15/07/2018;31744;2018;77495196
T04480;A00018;26/11/2016;49164;2016;78279164
T04481;A00649;28/12/2021;24132;2021;71973924
T04482;A00639;27/03/2015;66974;2015;75418969
T04483;A00205;23/11/2022;45815;2022;73969670
T04484;A00465;10/05/2017;98274;2017;75243074
T04485;A00942;22/12/2017;1195;2017;75243074
T04486;A00899;22/08/2017;54766;2017;75243074
T04487;A00802;07/01/2019;46535;2019;76300877
T04488;A00436;13/03/2020;44534;2020;76208785
T04489;A00709;15/07/2015;39571;2015;75418969
T04490;A00613;23/11/2013;63872;2013;15557650
T04491;A00331;04/08/2016;40617;2016;78279164
T04492;A00941;10/12/2021;78022;2021;71973924
T04493;A00138;10/07/2015;49833;2015;75418969
T04494;A00001;04/04/2020;67041;2020;76208785
T04495;A00226;12/08/2020;46429;2020;76208785
T04496;A00998;18/10/2020;64083;2020;76208785
T04497;A00749;12/11/2014;12699;2014;76372639
T04498;A00746;27/05/2023;51613;2023;51646874
T04499;A00464;30/12/2015;15627;2015;75418969
T04500;A00609;08/01/2019;57125;2019;76300877
T04501;A00728;17/04/2019;94578;2019;76300877
T04502;A00577;25/08/2020;6632;2020;76208785
T04503;A00349;17/06/2021;34508;2021;71973924
T04504;A00645;20/03/2016;43584;2016;78279164
T04505;A00274;30/04/2020;25402;2020;76208785
T04506;A00907;20/12/2017;38564;2017;75243074
